campaign_id,campaign_type,discount_bracket,impressions,conversions,start_date,end_date
6,Category Push,0%,786,7,2025-07-18,2025-08-01
4,New User,21-30%,714,15,2025-02-11,2025-02-19
7,Payday,21-30%,448,14,2025-03-13,2025-03-31
10,Flash Sale,1-10%,160,5,2024-09-15,2024-10-04
4,New User,0%,492,1,2025-02-11,2025-02-19
10,Flash Sale,0%,4608,32,2024-09-15,2024-10-04
4,New User,1-10%,3452,51,2025-02-11,2025-02-19
7,Payday,1-10%,2321,34,2025-03-13,2025-03-31
8,Festival,1-10%,3745,47,2025-03-28,2025-04-14
6,Category Push,11-20%,100,2,2025-07-18,2025-08-01
11,Payday,0%,1371,15,2024-08-02,2024-08-16
8,Festival,11-20%,896,21,2025-03-28,2025-04-14
4,New User,1-10%,1768,15,2025-02-11,2025-02-19
2,Referral,11-20%,1663,29,2024-09-10,2024-09-26
6,Category Push,0%,3971,29,2025-07-18,2025-08-01
3,New User,11-20%,363,8,2025-05-12,2025-05-25
9,Referral,1-10%,3656,55,2024-03-15,2024-03-29
10,Flash Sale,1-10%,4408,51,2024-09-15,2024-10-04
3,New User,21-30%,90,4,2025-05-12,2025-05-25
8,Festival,0%,2112,6,2025-03-28,2025-04-14
7,Payday,11-20%,4333,82,2025-03-13,2025-03-31
3,New User,11-20%,1395,21,2025-05-12,2025-05-25
12,Flash Sale,11-20%,3358,84,2025-06-25,2025-07-04
11,Payday,0%,1846,14,2024-08-02,2024-08-16
6,Category Push,1-10%,2440,31,2025-07-18,2025-08-01
8,Festival,0%,2797,32,2025-03-28,2025-04-14
12,Flash Sale,0%,4571,17,2025-06-25,2025-07-04
10,Flash Sale,21-30%,2345,46,2024-09-15,2024-10-04
2,Referral,11-20%,4393,77,2024-09-10,2024-09-26
8,Festival,1-10%,4621,64,2025-03-28,2025-04-14
1,Clearance,0%,2050,16,2025-03-28,2025-04-05
4,New User,21-30%,1132,35,2025-02-11,2025-02-19
8,Festival,1-10%,926,10,2025-03-28,2025-04-14
10,Flash Sale,1-10%,4190,59,2024-09-15,2024-10-04
2,Referral,11-20%,4126,92,2024-09-10,2024-09-26
6,Category Push,1-10%,3808,63,2025-07-18,2025-08-01
7,Payday,21-30%,2429,65,2025-03-13,2025-03-31
3,New User,21-30%,2552,40,2025-05-12,2025-05-25
10,Flash Sale,1-10%,4744,65,2024-09-15,2024-10-04
8,Festival,31-50%,706,6,2025-03-28,2025-04-14
1,Clearance,11-20%,2681,53,2025-03-28,2025-04-05
7,Payday,11-20%,2737,63,2025-03-13,2025-03-31
4,New User,0%,3627,23,2025-02-11,2025-02-19
9,Referral,1-10%,128,1,2024-03-15,2024-03-29
5,Festival,11-20%,384,6,2024-02-24,2024-03-05
12,Flash Sale,11-20%,4165,85,2025-06-25,2025-07-04
10,Flash Sale,31-50%,888,20,2024-09-15,2024-10-04
6,Category Push,11-20%,1372,30,2025-07-18,2025-08-01
8,Festival,1-10%,927,17,2025-03-28,2025-04-14
9,Referral,1-10%,4625,58,2024-03-15,2024-03-29
11,Payday,11-20%,1490,26,2024-08-02,2024-08-16
1,Clearance,11-20%,2269,65,2025-03-28,2025-04-05
11,Payday,0%,159,0,2024-08-02,2024-08-16
5,Festival,0%,2086,19,2024-02-24,2024-03-05
6,Category Push,11-20%,2831,53,2025-07-18,2025-08-01
8,Festival,31-50%,4960,129,2025-03-28,2025-04-14
5,Festival,31-50%,2760,65,2024-02-24,2024-03-05
3,New User,1-10%,2692,34,2025-05-12,2025-05-25
7,Payday,11-20%,4209,106,2025-03-13,2025-03-31
11,Payday,1-10%,1946,29,2024-08-02,2024-08-16
4,New User,11-20%,2540,85,2025-02-11,2025-02-19
5,Festival,11-20%,1022,18,2024-02-24,2024-03-05
11,Payday,0%,3611,24,2024-08-02,2024-08-16
3,New User,11-20%,2395,53,2025-05-12,2025-05-25
3,New User,1-10%,1744,35,2025-05-12,2025-05-25
12,Flash Sale,0%,300,5,2025-06-25,2025-07-04
11,Payday,21-30%,3246,77,2024-08-02,2024-08-16
2,Referral,1-10%,4047,47,2024-09-10,2024-09-26
8,Festival,0%,4550,33,2025-03-28,2025-04-14
5,Festival,11-20%,2122,36,2024-02-24,2024-03-05
4,New User,11-20%,1123,23,2025-02-11,2025-02-19
8,Festival,21-30%,1821,57,2025-03-28,2025-04-14
5,Festival,0%,3494,21,2024-02-24,2024-03-05
5,Festival,21-30%,2468,48,2024-02-24,2024-03-05
2,Referral,1-10%,1766,21,2024-09-10,2024-09-26
9,Referral,1-10%,3189,50,2024-03-15,2024-03-29
5,Festival,1-10%,4807,51,2024-02-24,2024-03-05
3,New User,0%,817,4,2025-05-12,2025-05-25
12,Flash Sale,0%,2591,12,2025-06-25,2025-07-04
8,Festival,0%,2861,21,2025-03-28,2025-04-14
5,Festival,11-20%,2413,34,2024-02-24,2024-03-05
8,Festival,1-10%,4806,60,2025-03-28,2025-04-14
9,Referral,0%,3596,14,2024-03-15,2024-03-29
10,Flash Sale,11-20%,4495,94,2024-09-15,2024-10-04
11,Payday,11-20%,2686,53,2024-08-02,2024-08-16
7,Payday,31-50%,982,16,2025-03-13,2025-03-31
4,New User,0%,4180,44,2025-02-11,2025-02-19
7,Payday,1-10%,1050,11,2025-03-13,2025-03-31
7,Payday,1-10%,4160,42,2025-03-13,2025-03-31
12,Flash Sale,31-50%,1935,62,2025-06-25,2025-07-04
3,New User,11-20%,471,9,2025-05-12,2025-05-25
12,Flash Sale,11-20%,4951,104,2025-06-25,2025-07-04
4,New User,11-20%,4605,115,2025-02-11,2025-02-19
2,Referral,0%,4031,32,2024-09-10,2024-09-26
3,New User,11-20%,4380,123,2025-05-12,2025-05-25
3,New User,11-20%,3318,59,2025-05-12,2025-05-25
12,Flash Sale,0%,2519,32,2025-06-25,2025-07-04
9,Referral,11-20%,3217,59,2024-03-15,2024-03-29
8,Festival,11-20%,1000,21,2025-03-28,2025-04-14
11,Payday,11-20%,2975,52,2024-08-02,2024-08-16
2,Referral,0%,4404,42,2024-09-10,2024-09-26
1,Clearance,21-30%,4876,101,2025-03-28,2025-04-05
10,Flash Sale,21-30%,370,7,2024-09-15,2024-10-04
7,Payday,11-20%,542,7,2025-03-13,2025-03-31
12,Flash Sale,0%,4717,41,2025-06-25,2025-07-04
3,New User,11-20%,4655,122,2025-05-12,2025-05-25
6,Category Push,31-50%,1448,38,2025-07-18,2025-08-01
9,Referral,0%,2500,19,2024-03-15,2024-03-29
6,Category Push,1-10%,1773,46,2025-07-18,2025-08-01
5,Festival,21-30%,4065,93,2024-02-24,2024-03-05
2,Referral,21-30%,3769,89,2024-09-10,2024-09-26
12,Flash Sale,1-10%,3182,29,2025-06-25,2025-07-04
7,Payday,0%,1083,13,2025-03-13,2025-03-31
4,New User,0%,1372,11,2025-02-11,2025-02-19
10,Flash Sale,21-30%,1384,31,2024-09-15,2024-10-04
9,Referral,1-10%,3786,43,2024-03-15,2024-03-29
4,New User,0%,1824,18,2025-02-11,2025-02-19
11,Payday,0%,4765,31,2024-08-02,2024-08-16
5,Festival,11-20%,1243,27,2024-02-24,2024-03-05
4,New User,1-10%,2646,34,2025-02-11,2025-02-19
7,Payday,1-10%,2280,20,2025-03-13,2025-03-31
6,Category Push,0%,3478,33,2025-07-18,2025-08-01
11,Payday,1-10%,2773,25,2024-08-02,2024-08-16
10,Flash Sale,0%,4455,34,2024-09-15,2024-10-04
4,New User,11-20%,3648,69,2025-02-11,2025-02-19
6,Category Push,11-20%,2309,55,2025-07-18,2025-08-01
3,New User,1-10%,4210,67,2025-05-12,2025-05-25
2,Referral,11-20%,3861,85,2024-09-10,2024-09-26
10,Flash Sale,0%,3391,37,2024-09-15,2024-10-04
1,Clearance,0%,2649,23,2025-03-28,2025-04-05
4,New User,1-10%,2136,32,2025-02-11,2025-02-19
11,Payday,0%,1209,9,2024-08-02,2024-08-16
8,Festival,11-20%,2408,58,2025-03-28,2025-04-14
10,Flash Sale,0%,2734,14,2024-09-15,2024-10-04
7,Payday,31-50%,3955,74,2025-03-13,2025-03-31
2,Referral,1-10%,1126,12,2024-09-10,2024-09-26
5,Festival,21-30%,1424,28,2024-02-24,2024-03-05
6,Category Push,1-10%,491,5,2025-07-18,2025-08-01
7,Payday,1-10%,388,6,2025-03-13,2025-03-31
1,Clearance,0%,2768,18,2025-03-28,2025-04-05
11,Payday,0%,4170,26,2024-08-02,2024-08-16
2,Referral,0%,3679,26,2024-09-10,2024-09-26
6,Category Push,1-10%,4610,56,2025-07-18,2025-08-01
8,Festival,1-10%,3892,58,2025-03-28,2025-04-14
4,New User,31-50%,4387,105,2025-02-11,2025-02-19
6,Category Push,0%,4957,33,2025-07-18,2025-08-01
7,Payday,1-10%,1914,23,2025-03-13,2025-03-31
7,Payday,11-20%,2064,49,2025-03-13,2025-03-31
7,Payday,0%,1657,12,2025-03-13,2025-03-31
8,Festival,1-10%,525,9,2025-03-28,2025-04-14
12,Flash Sale,11-20%,4499,102,2025-06-25,2025-07-04
10,Flash Sale,31-50%,4706,104,2024-09-15,2024-10-04
1,Clearance,11-20%,4421,92,2025-03-28,2025-04-05
7,Payday,0%,945,8,2025-03-13,2025-03-31
6,Category Push,21-30%,1549,31,2025-07-18,2025-08-01
1,Clearance,11-20%,975,20,2025-03-28,2025-04-05
9,Referral,11-20%,1868,41,2024-03-15,2024-03-29
9,Referral,11-20%,4872,61,2024-03-15,2024-03-29
5,Festival,0%,911,5,2024-02-24,2024-03-05
12,Flash Sale,0%,2777,13,2025-06-25,2025-07-04
9,Referral,0%,3279,24,2024-03-15,2024-03-29
3,New User,21-30%,2413,72,2025-05-12,2025-05-25
2,Referral,1-10%,166,3,2024-09-10,2024-09-26
1,Clearance,1-10%,2919,45,2025-03-28,2025-04-05
6,Category Push,21-30%,1814,32,2025-07-18,2025-08-01
2,Referral,0%,571,6,2024-09-10,2024-09-26
3,New User,21-30%,1496,34,2025-05-12,2025-05-25
9,Referral,0%,4025,44,2024-03-15,2024-03-29
3,New User,1-10%,4308,53,2025-05-12,2025-05-25
3,New User,21-30%,1401,35,2025-05-12,2025-05-25
3,New User,0%,1134,11,2025-05-12,2025-05-25
8,Festival,0%,1282,12,2025-03-28,2025-04-14
7,Payday,1-10%,4978,51,2025-03-13,2025-03-31
7,Payday,0%,2777,25,2025-03-13,2025-03-31
11,Payday,11-20%,540,11,2024-08-02,2024-08-16
10,Flash Sale,1-10%,3280,42,2024-09-15,2024-10-04
5,Festival,11-20%,1298,23,2024-02-24,2024-03-05
8,Festival,0%,1334,12,2025-03-28,2025-04-14
3,New User,11-20%,4189,92,2025-05-12,2025-05-25
7,Payday,0%,1927,15,2025-03-13,2025-03-31
11,Payday,1-10%,1982,23,2024-08-02,2024-08-16
2,Referral,1-10%,4565,87,2024-09-10,2024-09-26
10,Flash Sale,0%,4425,42,2024-09-15,2024-10-04
6,Category Push,0%,2562,21,2025-07-18,2025-08-01
1,Clearance,0%,4855,46,2025-03-28,2025-04-05
10,Flash Sale,11-20%,1431,32,2024-09-15,2024-10-04
7,Payday,11-20%,2317,42,2025-03-13,2025-03-31
6,Category Push,0%,2432,15,2025-07-18,2025-08-01
8,Festival,11-20%,4108,73,2025-03-28,2025-04-14
2,Referral,0%,2379,19,2024-09-10,2024-09-26
2,Referral,31-50%,3641,82,2024-09-10,2024-09-26
6,Category Push,21-30%,4085,92,2025-07-18,2025-08-01
7,Payday,0%,273,2,2025-03-13,2025-03-31
2,Referral,1-10%,3382,50,2024-09-10,2024-09-26
11,Payday,21-30%,3793,79,2024-08-02,2024-08-16
11,Payday,21-30%,2138,54,2024-08-02,2024-08-16
8,Festival,1-10%,3473,49,2025-03-28,2025-04-14
10,Flash Sale,11-20%,110,0,2024-09-15,2024-10-04
10,Flash Sale,21-30%,3299,75,2024-09-15,2024-10-04
1,Clearance,0%,1683,14,2025-03-28,2025-04-05
9,Referral,11-20%,4272,82,2024-03-15,2024-03-29
9,Referral,1-10%,1193,19,2024-03-15,2024-03-29
3,New User,1-10%,426,5,2025-05-12,2025-05-25
5,Festival,21-30%,2104,43,2024-02-24,2024-03-05
10,Flash Sale,0%,937,8,2024-09-15,2024-10-04
10,Flash Sale,11-20%,906,18,2024-09-15,2024-10-04
1,Clearance,11-20%,3715,96,2025-03-28,2025-04-05
2,Referral,1-10%,528,11,2024-09-10,2024-09-26
2,Referral,31-50%,2169,54,2024-09-10,2024-09-26
8,Festival,1-10%,2403,25,2025-03-28,2025-04-14
6,Category Push,21-30%,3968,92,2025-07-18,2025-08-01
5,Festival,0%,4650,48,2024-02-24,2024-03-05
5,Festival,1-10%,4723,65,2024-02-24,2024-03-05
1,Clearance,0%,2715,22,2025-03-28,2025-04-05
11,Payday,0%,3966,39,2024-08-02,2024-08-16
2,Referral,21-30%,3003,100,2024-09-10,2024-09-26
5,Festival,1-10%,3500,39,2024-02-24,2024-03-05
6,Category Push,11-20%,1184,12,2025-07-18,2025-08-01
12,Flash Sale,1-10%,2193,28,2025-06-25,2025-07-04
8,Festival,0%,1030,3,2025-03-28,2025-04-14
7,Payday,21-30%,4465,87,2025-03-13,2025-03-31
10,Flash Sale,0%,3371,34,2024-09-15,2024-10-04
11,Payday,11-20%,857,15,2024-08-02,2024-08-16
11,Payday,11-20%,4017,63,2024-08-02,2024-08-16
10,Flash Sale,1-10%,4764,71,2024-09-15,2024-10-04
4,New User,21-30%,1788,31,2025-02-11,2025-02-19
10,Flash Sale,1-10%,974,16,2024-09-15,2024-10-04
7,Payday,1-10%,4529,67,2025-03-13,2025-03-31
6,Category Push,1-10%,4983,55,2025-07-18,2025-08-01
8,Festival,0%,2576,29,2025-03-28,2025-04-14
12,Flash Sale,11-20%,3043,51,2025-06-25,2025-07-04
3,New User,1-10%,835,9,2025-05-12,2025-05-25
6,Category Push,21-30%,2224,53,2025-07-18,2025-08-01
3,New User,0%,1016,1,2025-05-12,2025-05-25
8,Festival,0%,592,7,2025-03-28,2025-04-14
2,Referral,11-20%,1208,11,2024-09-10,2024-09-26
6,Category Push,0%,354,4,2025-07-18,2025-08-01
5,Festival,11-20%,980,13,2024-02-24,2024-03-05
6,Category Push,11-20%,4511,92,2025-07-18,2025-08-01
12,Flash Sale,1-10%,1841,16,2025-06-25,2025-07-04
8,Festival,21-30%,2168,36,2025-03-28,2025-04-14
10,Flash Sale,0%,84,2,2024-09-15,2024-10-04
3,New User,1-10%,998,12,2025-05-12,2025-05-25
11,Payday,0%,3927,27,2024-08-02,2024-08-16
2,Referral,0%,2486,18,2024-09-10,2024-09-26
12,Flash Sale,0%,4752,48,2025-06-25,2025-07-04
6,Category Push,1-10%,791,18,2025-07-18,2025-08-01
10,Flash Sale,21-30%,2861,83,2024-09-15,2024-10-04
5,Festival,1-10%,3449,52,2024-02-24,2024-03-05
7,Payday,11-20%,1079,20,2025-03-13,2025-03-31
1,Clearance,0%,4791,49,2025-03-28,2025-04-05
1,Clearance,21-30%,1595,34,2025-03-28,2025-04-05
6,Category Push,0%,1468,20,2025-07-18,2025-08-01
12,Flash Sale,0%,1513,14,2025-06-25,2025-07-04
7,Payday,1-10%,1429,15,2025-03-13,2025-03-31
2,Referral,21-30%,2936,60,2024-09-10,2024-09-26
5,Festival,1-10%,3762,46,2024-02-24,2024-03-05
6,Category Push,11-20%,919,20,2025-07-18,2025-08-01
7,Payday,21-30%,401,8,2025-03-13,2025-03-31
2,Referral,0%,4944,32,2024-09-10,2024-09-26
1,Clearance,21-30%,2610,67,2025-03-28,2025-04-05
1,Clearance,1-10%,4450,73,2025-03-28,2025-04-05
2,Referral,21-30%,1693,45,2024-09-10,2024-09-26
9,Referral,11-20%,4374,82,2024-03-15,2024-03-29
5,Festival,1-10%,69,0,2024-02-24,2024-03-05
7,Payday,1-10%,1072,13,2025-03-13,2025-03-31
8,Festival,0%,4554,46,2025-03-28,2025-04-14
11,Payday,31-50%,1704,36,2024-08-02,2024-08-16
8,Festival,11-20%,2705,40,2025-03-28,2025-04-14
11,Payday,0%,4015,34,2024-08-02,2024-08-16
3,New User,1-10%,790,7,2025-05-12,2025-05-25
12,Flash Sale,11-20%,4665,84,2025-06-25,2025-07-04
8,Festival,31-50%,1903,57,2025-03-28,2025-04-14
12,Flash Sale,0%,4775,52,2025-06-25,2025-07-04
8,Festival,0%,2358,20,2025-03-28,2025-04-14
3,New User,31-50%,4567,113,2025-05-12,2025-05-25
11,Payday,21-30%,1107,23,2024-08-02,2024-08-16
7,Payday,21-30%,2074,63,2025-03-13,2025-03-31
5,Festival,0%,1384,14,2024-02-24,2024-03-05
11,Payday,1-10%,4764,79,2024-08-02,2024-08-16
12,Flash Sale,31-50%,3748,97,2025-06-25,2025-07-04
11,Payday,31-50%,4030,87,2024-08-02,2024-08-16
2,Referral,1-10%,3235,48,2024-09-10,2024-09-26
4,New User,0%,947,6,2025-02-11,2025-02-19
7,Payday,11-20%,881,21,2025-03-13,2025-03-31
3,New User,11-20%,2807,48,2025-05-12,2025-05-25
6,Category Push,0%,2502,18,2025-07-18,2025-08-01
11,Payday,11-20%,4826,82,2024-08-02,2024-08-16
2,Referral,11-20%,3561,70,2024-09-10,2024-09-26
7,Payday,1-10%,1975,27,2025-03-13,2025-03-31
12,Flash Sale,1-10%,4641,73,2025-06-25,2025-07-04
6,Category Push,0%,932,5,2025-07-18,2025-08-01
8,Festival,11-20%,1469,38,2025-03-28,2025-04-14
3,New User,0%,2169,24,2025-05-12,2025-05-25
4,New User,31-50%,2825,70,2025-02-11,2025-02-19
7,Payday,21-30%,1991,32,2025-03-13,2025-03-31
8,Festival,31-50%,1537,33,2025-03-28,2025-04-14
4,New User,0%,2001,21,2025-02-11,2025-02-19
1,Clearance,21-30%,2210,52,2025-03-28,2025-04-05
10,Flash Sale,11-20%,1325,28,2024-09-15,2024-10-04
1,Clearance,1-10%,52,0,2025-03-28,2025-04-05
4,New User,11-20%,638,8,2025-02-11,2025-02-19
6,Category Push,0%,3021,40,2025-07-18,2025-08-01
8,Festival,11-20%,2465,65,2025-03-28,2025-04-14
7,Payday,21-30%,3377,60,2025-03-13,2025-03-31
11,Payday,1-10%,92,1,2024-08-02,2024-08-16
9,Referral,0%,3074,30,2024-03-15,2024-03-29
9,Referral,1-10%,4362,77,2024-03-15,2024-03-29
11,Payday,1-10%,4561,70,2024-08-02,2024-08-16
11,Payday,0%,1361,11,2024-08-02,2024-08-16
12,Flash Sale,11-20%,2390,69,2025-06-25,2025-07-04
2,Referral,1-10%,3396,38,2024-09-10,2024-09-26
1,Clearance,11-20%,153,2,2025-03-28,2025-04-05
9,Referral,0%,4002,41,2024-03-15,2024-03-29
6,Category Push,0%,1100,7,2025-07-18,2025-08-01
3,New User,1-10%,3812,62,2025-05-12,2025-05-25
10,Flash Sale,1-10%,3084,46,2024-09-15,2024-10-04
5,Festival,11-20%,3383,50,2024-02-24,2024-03-05
9,Referral,31-50%,1127,38,2024-03-15,2024-03-29
11,Payday,0%,340,3,2024-08-02,2024-08-16
5,Festival,11-20%,3919,85,2024-02-24,2024-03-05
10,Flash Sale,11-20%,893,27,2024-09-15,2024-10-04
8,Festival,11-20%,2136,38,2025-03-28,2025-04-14
6,Category Push,11-20%,4867,125,2025-07-18,2025-08-01
6,Category Push,11-20%,2067,24,2025-07-18,2025-08-01
9,Referral,21-30%,418,12,2024-03-15,2024-03-29
6,Category Push,1-10%,4193,43,2025-07-18,2025-08-01
4,New User,1-10%,4002,55,2025-02-11,2025-02-19
2,Referral,21-30%,4054,92,2024-09-10,2024-09-26
11,Payday,21-30%,672,13,2024-08-02,2024-08-16
5,Festival,31-50%,1287,22,2024-02-24,2024-03-05
9,Referral,1-10%,52,1,2024-03-15,2024-03-29
9,Referral,0%,991,11,2024-03-15,2024-03-29
6,Category Push,21-30%,930,23,2025-07-18,2025-08-01
4,New User,1-10%,3002,40,2025-02-11,2025-02-19
5,Festival,11-20%,1640,23,2024-02-24,2024-03-05
2,Referral,0%,2517,29,2024-09-10,2024-09-26
3,New User,11-20%,1430,20,2025-05-12,2025-05-25
10,Flash Sale,11-20%,2290,49,2024-09-15,2024-10-04
6,Category Push,21-30%,4570,118,2025-07-18,2025-08-01
2,Referral,1-10%,1232,17,2024-09-10,2024-09-26
12,Flash Sale,0%,3878,36,2025-06-25,2025-07-04
9,Referral,1-10%,866,15,2024-03-15,2024-03-29
9,Referral,21-30%,2339,54,2024-03-15,2024-03-29
7,Payday,11-20%,3044,51,2025-03-13,2025-03-31
3,New User,0%,380,2,2025-05-12,2025-05-25
5,Festival,11-20%,2622,65,2024-02-24,2024-03-05
11,Payday,11-20%,1839,41,2024-08-02,2024-08-16
3,New User,11-20%,351,4,2025-05-12,2025-05-25
3,New User,1-10%,2069,42,2025-05-12,2025-05-25
3,New User,1-10%,2058,27,2025-05-12,2025-05-25
3,New User,31-50%,1704,33,2025-05-12,2025-05-25
9,Referral,1-10%,4820,60,2024-03-15,2024-03-29
6,Category Push,1-10%,2300,14,2025-07-18,2025-08-01
3,New User,21-30%,4265,92,2025-05-12,2025-05-25
5,Festival,11-20%,2412,45,2024-02-24,2024-03-05
11,Payday,21-30%,691,12,2024-08-02,2024-08-16
5,Festival,1-10%,757,10,2024-02-24,2024-03-05
5,Festival,0%,1114,13,2024-02-24,2024-03-05
5,Festival,21-30%,4633,112,2024-02-24,2024-03-05
3,New User,1-10%,1687,20,2025-05-12,2025-05-25
2,Referral,11-20%,1676,40,2024-09-10,2024-09-26
1,Clearance,11-20%,4536,85,2025-03-28,2025-04-05
12,Flash Sale,1-10%,3532,49,2025-06-25,2025-07-04
2,Referral,21-30%,4353,78,2024-09-10,2024-09-26
12,Flash Sale,0%,4608,26,2025-06-25,2025-07-04
3,New User,11-20%,4666,93,2025-05-12,2025-05-25
3,New User,1-10%,3852,52,2025-05-12,2025-05-25
5,Festival,21-30%,1301,24,2024-02-24,2024-03-05
7,Payday,1-10%,3695,50,2025-03-13,2025-03-31
3,New User,1-10%,3143,36,2025-05-12,2025-05-25
2,Referral,0%,3825,22,2024-09-10,2024-09-26
10,Flash Sale,0%,831,8,2024-09-15,2024-10-04
4,New User,0%,4010,34,2025-02-11,2025-02-19
8,Festival,11-20%,4356,79,2025-03-28,2025-04-14
11,Payday,21-30%,671,14,2024-08-02,2024-08-16
12,Flash Sale,0%,2344,20,2025-06-25,2025-07-04
12,Flash Sale,11-20%,932,17,2025-06-25,2025-07-04
1,Clearance,1-10%,364,10,2025-03-28,2025-04-05
7,Payday,1-10%,2946,34,2025-03-13,2025-03-31
12,Flash Sale,1-10%,4466,77,2025-06-25,2025-07-04
6,Category Push,0%,1651,19,2025-07-18,2025-08-01
1,Clearance,0%,4784,34,2025-03-28,2025-04-05
4,New User,11-20%,2198,33,2025-02-11,2025-02-19
2,Referral,31-50%,2708,60,2024-09-10,2024-09-26
2,Referral,1-10%,1438,17,2024-09-10,2024-09-26
6,Category Push,11-20%,876,17,2025-07-18,2025-08-01
12,Flash Sale,0%,2257,28,2025-06-25,2025-07-04
11,Payday,21-30%,2609,73,2024-08-02,2024-08-16
8,Festival,11-20%,3268,57,2025-03-28,2025-04-14
12,Flash Sale,11-20%,2910,54,2025-06-25,2025-07-04
7,Payday,1-10%,1759,27,2025-03-13,2025-03-31
12,Flash Sale,11-20%,1272,20,2025-06-25,2025-07-04
10,Flash Sale,1-10%,1426,23,2024-09-15,2024-10-04
10,Flash Sale,0%,4628,42,2024-09-15,2024-10-04
9,Referral,0%,405,3,2024-03-15,2024-03-29
9,Referral,11-20%,108,4,2024-03-15,2024-03-29
5,Festival,1-10%,3893,43,2024-02-24,2024-03-05
5,Festival,0%,2052,28,2024-02-24,2024-03-05
5,Festival,21-30%,3722,127,2024-02-24,2024-03-05
9,Referral,21-30%,4560,92,2024-03-15,2024-03-29
12,Flash Sale,11-20%,900,17,2025-06-25,2025-07-04
2,Referral,0%,711,9,2024-09-10,2024-09-26
8,Festival,11-20%,3999,90,2025-03-28,2025-04-14
8,Festival,0%,263,5,2025-03-28,2025-04-14
7,Payday,1-10%,688,10,2025-03-13,2025-03-31
8,Festival,1-10%,4210,51,2025-03-28,2025-04-14
9,Referral,0%,2169,15,2024-03-15,2024-03-29
11,Payday,31-50%,2422,61,2024-08-02,2024-08-16
12,Flash Sale,11-20%,2008,40,2025-06-25,2025-07-04
2,Referral,0%,3428,34,2024-09-10,2024-09-26
4,New User,0%,97,1,2025-02-11,2025-02-19
1,Clearance,1-10%,989,17,2025-03-28,2025-04-05
8,Festival,21-30%,4871,104,2025-03-28,2025-04-14
11,Payday,1-10%,2523,36,2024-08-02,2024-08-16
7,Payday,0%,4835,39,2025-03-13,2025-03-31
6,Category Push,0%,1775,11,2025-07-18,2025-08-01
1,Clearance,11-20%,4807,87,2025-03-28,2025-04-05
3,New User,0%,4580,51,2025-05-12,2025-05-25
12,Flash Sale,11-20%,1951,44,2025-06-25,2025-07-04
8,Festival,21-30%,512,6,2025-03-28,2025-04-14
7,Payday,11-20%,3030,64,2025-03-13,2025-03-31
9,Referral,1-10%,1360,19,2024-03-15,2024-03-29
9,Referral,1-10%,1171,14,2024-03-15,2024-03-29
5,Festival,21-30%,1930,39,2024-02-24,2024-03-05
8,Festival,31-50%,3666,58,2025-03-28,2025-04-14
2,Referral,0%,440,4,2024-09-10,2024-09-26
1,Clearance,0%,3382,46,2025-03-28,2025-04-05
10,Flash Sale,11-20%,4600,96,2024-09-15,2024-10-04
2,Referral,0%,3784,27,2024-09-10,2024-09-26
9,Referral,0%,431,5,2024-03-15,2024-03-29
1,Clearance,0%,2193,15,2025-03-28,2025-04-05
6,Category Push,1-10%,4993,80,2025-07-18,2025-08-01
5,Festival,1-10%,3701,59,2024-02-24,2024-03-05
5,Festival,11-20%,1280,26,2024-02-24,2024-03-05
9,Referral,1-10%,2655,41,2024-03-15,2024-03-29
11,Payday,11-20%,2822,73,2024-08-02,2024-08-16
12,Flash Sale,0%,4856,30,2025-06-25,2025-07-04
11,Payday,0%,2683,18,2024-08-02,2024-08-16
4,New User,11-20%,3788,75,2025-02-11,2025-02-19
8,Festival,11-20%,495,7,2025-03-28,2025-04-14
9,Referral,11-20%,3635,69,2024-03-15,2024-03-29
5,Festival,1-10%,2453,36,2024-02-24,2024-03-05
5,Festival,1-10%,4581,48,2024-02-24,2024-03-05
3,New User,0%,1433,9,2025-05-12,2025-05-25
9,Referral,0%,1514,13,2024-03-15,2024-03-29
12,Flash Sale,0%,4341,36,2025-06-25,2025-07-04
5,Festival,1-10%,2500,30,2024-02-24,2024-03-05
6,Category Push,21-30%,3569,78,2025-07-18,2025-08-01
12,Flash Sale,1-10%,95,2,2025-06-25,2025-07-04
10,Flash Sale,1-10%,3315,40,2024-09-15,2024-10-04
4,New User,0%,1350,12,2025-02-11,2025-02-19
2,Referral,1-10%,4989,91,2024-09-10,2024-09-26
8,Festival,1-10%,4691,81,2025-03-28,2025-04-14
12,Flash Sale,11-20%,1826,48,2025-06-25,2025-07-04
1,Clearance,0%,2299,29,2025-03-28,2025-04-05
7,Payday,11-20%,4637,84,2025-03-13,2025-03-31
4,New User,31-50%,4106,134,2025-02-11,2025-02-19
3,New User,0%,749,8,2025-05-12,2025-05-25
9,Referral,31-50%,2678,70,2024-03-15,2024-03-29
4,New User,1-10%,948,23,2025-02-11,2025-02-19
8,Festival,0%,1277,16,2025-03-28,2025-04-14
10,Flash Sale,1-10%,2448,36,2024-09-15,2024-10-04
9,Referral,11-20%,3828,90,2024-03-15,2024-03-29
5,Festival,11-20%,3068,44,2024-02-24,2024-03-05
6,Category Push,0%,4296,47,2025-07-18,2025-08-01
10,Flash Sale,21-30%,4748,126,2024-09-15,2024-10-04
2,Referral,21-30%,947,29,2024-09-10,2024-09-26
11,Payday,0%,4947,38,2024-08-02,2024-08-16
